CL_NM,TRRSRT_NM,TRRSRT_ADDR,ORIGIN_CL_NM,ANALS_BEGIN_DE,ANALS_END_DE,AVRG_SCORE_VALUE,CORE_KWRD_CN,CORE_KWRD_CO,AFRM_KWRD_CN,AFRM_KWRD_CO,NEGA_KWRD_CN,NEGA_KWRD_CO
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,KAKAO,20230101,20230630,86,"광기,문화,제주,공간,해설사,공원,아래,후기,제주도,구현",10,,0,,0
테마파크,제주민속촌,제주 서귀포시 표선면 민속해안로 631-34,KAKAO,20230101,20230630,62,"중간,공연,초가집,민속촌,구경,아이,산책,볼거리,거리,애기",10,,0,,0
테마파크,카멜리아힐,제주 서귀포시 안덕면 병악로 166,KAKAO,20230101,20230630,69,"수국,동백꽃,입장료,동백,방문,사진,시기,휠체어,코스,계절",10,,0,,0
테마파크,한림공원,제주 제주시 한림읍 한림로 300,KAKAO,20230101,20230630,91,"입장료,생각,공작,동굴,볼거리,구경,식물,만족,매화,정도",10,만족,1,,0
테마파크,제주허브동산,제주 서귀포시 표선면 돈오름로 170,KAKAO,20230101,20230630,75,"족욕,체험,신분증,오늘,제시,본인,실수,허브,동산,사진",10,,0,실수,1
테마파크,화조원,제주 제주시 애월읍 애원로 804,KAKAO,20230101,20230630,74,"알파카,동물,공연,아이,입장료,체험,가까이,입장,시간,맹금류",10,,0,,0
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,KAKAO,20230101,20230630,82,"이중섭,그림,작품,작가,공간,전시,미술관,가족,후기,생각",10,,0,,0
자연,비자림,제주 제주시 구좌읍 비자숲길 55,KAKAO,20230101,20230630,93,"산책,정도,비자,코스,힐링,방문,제주,추천,자연,피톤치드",10,"힐링,추천",2,,0
자연,만장굴,제주 제주시 구좌읍 만장굴길 182,KAKAO,20230101,20230630,80,"동굴,만장,발견,초딩,바닥,관광,방문,자연,세계,탐험",10,,0,,0
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,KAKAO,20230101,20230630,94,"일출,일출봉,성산,명소,제주,여행,예약,장소,경관,무료입장",10,,0,,0
기타,삼성혈,제주 제주시 삼성로 22,KAKAO,20230101,20230630,87,"벚꽃,방문,산책,제주,사진,입장료,바람,시간,이상,휴식",10,휴식,1,,0
레저관광,마라도가는여객선,제주 서귀포시 대정읍 송악관광로 424,KAKAO,20230101,20230630,100,"이용,마라도,송악산,여객선,시간,바다,마지막,최고,편성,근처",10,,0,,0
자연,산양큰엉곶,제주 제주시 한경면 청수리 956-6,KAKAO,20230101,20230630,76,"관광지,버스,산책,입장료,순환,할인,중간,포토스팟,동물,꼬맹이",10,,0,,0
테마파크,방림원,제주 제주시 한경면 용금로 864,KAKAO,20230101,20230630,40,"생각,무료,개방,돈아까비,장사,이유,경험",7,,0,,0
테마파크,제주무민랜드,제주 서귀포시 안덕면 병악로 420,KAKAO,20230101,20230630,75,"무민,친절,체험,직원,카페,생각,아이,만족,방학,기간",10,"친절,만족",2,,0
테마파크,다이나믹메이즈제주,제주 서귀포시 표선면 번영로 2644,KAKAO,20230101,20230630,20,,1,,0,,0
공연전시,감귤박물관,제주 서귀포시 효돈순환로 441,KAKAO,20230101,20230630,100,"감귤,피자,기대,체험,공사,온실,무료,개방,최고,경험",10,기대,1,,0
테마파크,에코랜드,제주 제주시 조천읍 번영로 1278-169,KAKAO,20230101,20230630,65,"기차,입장료,제주,여름,날씨,동절기,상태,건강,신경,산책",10,,0,,0
공연전시,숨도,제주 서귀포시 일주동로 8941,KAKAO,20230101,20230630,73,"방문,시간,예매,사용,가능,쇼핑,구경,중간,카페,포토존",10,,0,,0
공연전시,제주해양동물박물관,제주 서귀포시 성산읍 서성일로 689-21,KAKAO,20230101,20230630,88,"어른,이하,방문,애기,시간,동물,친절,문제,평점,관람",10,친절,1,문제,1
공연전시,그리스신화박물관,제주 제주시 한림읍 광산로 942,KAKAO,20230101,20230630,60,"그리스,신화,크기,구경,주변,공사,야외,시설,낙후,로마",10,,0,,0
기타,섬타르,제주 제주시 다랑곶1길 9,KAKAO,20230101,20230630,51,"타르트,친절,메뉴,후기,가게,선물,추천,직원,카페,디져트",10,"친절,추천",2,,0
기타,망고레이섭지코지점,제주 서귀포시 성산읍 신양로 102,KAKAO,20230101,20230630,100,"망고,애플,빙수,마진,얼음,가격,양도,필리핀,영업,친절",10,친절,1,,0
레저관광,걸리버여행기,제주 제주시 우도면 우도로 1,KAKAO,20230101,20230630,35,"후기,보고,네이버,예약,별일,하우,목동,픽업,감사,사이드카",10,,0,,0
레저관광,산방산유람선,제주 서귀포시 안덕면 화순해안로106번길 16,KAKAO,20230101,20230630,60,"아저씨,멀미,통통배,수준,바이킹,단체,여행객,아줌마,입담,육지",10,,0,,0
레저관광,제주실탄사격장,제주 서귀포시 소보리당로164번길 62,KAKAO,20230101,20230630,65,"실탄,시간,친절,가족,비탄,마감,카운터,직원,오빠,칭찬",10,"친절,칭찬",2,,0
레저관광,중문오프로드체험장,제주 서귀포시 상예로 349,KAKAO,20230101,20230630,100,"친절,코스,일행,강사,감사,추억",6,"친절,추억",2,,0
레저관광,중문카트,제주 서귀포시 일주서로 1114,KAKAO,20230101,20230630,100,"코너,이니셜,빙의,본인,운전면허,소지자",6,,0,,0
체험,세별헤이요목장,제주특별자치도 제주시 애월읍 평화로 1529,KAKAO,20230101,20230630,60,"냄새,동물,화장실,입장,관리자,관리,동물원,앵무새,오물,기절",10,,0,,0
키즈,액트몬,제주 서귀포시 중문관광로 205,KAKAO,20230101,20230630,80,"게임,스트레스,오락실,제주,인형,위치,시내,진정,방문,의사",10,진정,1,스트레스,1
키즈,제주코코몽에코파크,제주 서귀포시 남원읍 태위로 536 제주코코몽에코파크,KAKAO,20230101,20230630,75,"놀이터,주차,사이,코코몽,동물,식물,바다,야외,실내,날씨",10,,0,,0
테마파크,생각하는정원,제주 제주시 한경면 녹차분재로 675,KAKAO,20230101,20230630,53,"입장료,정원,분재,제주도,벌레,생각,열정,필요,주인,할아버지",10,열정,1,,0
테마파크,훈데르트바서파크,제주 제주시 우도면 우도해안길 32-12,KAKAO,20230101,20230630,55,"우도,훈데르트바서,전시회,양식,조화,풍경,건물,비만,인상,미술관",10,,0,,0
테마파크,액티브파크,제주 제주시 한림읍 금능남로 76 ,KAKAO,20230101,20230630,88,"직원,친절,아이,기분,클라이밍,정도,카페,코로나,소독제,비치",10,친절,1,,0
테마파크,베니스랜드,제주 서귀포시 성산읍 난산리 2575,KAKAO,20230101,20230630,70,"성산,주변,리뷰,평점,남자,친구,시간,동안,직원,친절",10,친절,1,,0
자연,천제연폭포,제주 서귀포시 천제연로 132 천제연폭포관리소,KAKAO,20230101,20230630,85,"폭포,추천,정도,계단,레벨,사진,평소,내리막길,오르막길,경사",10,추천,1,,0
자연,용머리해안,제주 서귀포시 안덕면 사계리 112-3,KAKAO,20230101,20230630,94,"확인,추천,시간,날씨,사진,입장,산방산,만족,정도,해안",10,"추천,만족",2,,0
자연,정방폭포,제주 서귀포시 칠십리로214번길 37,KAKAO,20230101,20230630,90,"폭포,바다,계단,최고,여름,체력,예술,장관,신발,바닷가",10,,0,,0
자연,대포주상절리,제주 서귀포시 이어도로 36-24,KAKAO,20230101,20230630,78,"공사,주차,핫도그,데크,중요,포인트,제주,여행,이틀,무료",10,,0,,0
기타,더힐링타임,제주 제주시 서해안로 652,KAKAO,20230101,20230630,98,"힐링,피로,족욕,여행,설명,친절,제주,카페,체험,시간",10,"힐링,친절",2,피로,1
기타,신화월드 랜딩다이닝,제주 서귀포시 안덕면 신화역사로304번길 38 랜딩관 제주신화월드 호텔앤리조트 G층,KAKAO,20230101,20230630,77,"뷔페,그랜드,다이닝,제주도,생각함메종글래드,다정,하얏트,키친,신화,월드",10,다정,1,,0
기타,신화월드 스카이 온 파이브 다이닝,제주 서귀포시 안덕면 신화역사로304번길 38 메리어트관 제주신화월드 호텔앤리조트 5층,KAKAO,20230101,20230630,84,"음식,종류,고기,뷔페,와인,맥주,디저트,할인,인상,바가지",10,,0,,0
레저관광,고스트타운,제주 제주시 애월읍 부룡수길 35-12,KAKAO,20230101,20230630,60,"시간,데드프리즌,게임,고스트,하우스",5,,0,,0
레저관광,제주씨월드(우도잠수함),제주 서귀포시 성산읍 성산등용로 112-7,KAKAO,20230101,20230630,73,"사진,공짜,권장,잠수함,산호,서식지,파괴,위험,해안,도로",10,,0,"파괴,위험",2
자연,천지연폭포,제주 서귀포시 천지동 667-7,KAKAO,20230101,20230630,90,"폭포,천제,오리,산책,코스,사진,어치,구경거리,가격,등산",10,,0,,0
기타,제주그림카페,제주 서귀포시 안덕면 녹차분재로 218,KAKAO,20230101,20230630,100,"커피,기대,박물관,이색,이상,분위기,신비,사진,사장,서비스",10,"기대,신비",2,,0
기타,난드르깡통구이,제주 서귀포시 안덕면 대평감산로 14,KAKAO,20230101,20230630,92,"고기,직원,돼지,흑돼지,김치찌개,친절,육즙,마시써,댓글,알바",10,친절,1,,0
공연전시,고흐의 정원,제주 서귀포시 성산읍 삼달신풍로 126-5,GOOGLE,20230101,20230630,88,"파충류,체험,고흐,친절,사진,이용,그림,직원,정원,작품",10,친절,1,,0
공연전시,빛의벙커,제주 서귀포시 성산읍 고성리 2039-22,GOOGLE,20230101,20230630,85,"작품,음악,그림,전시,감상,생각,관람,세잔,제주,방문",10,,0,,0
공연전시,세계자동차박물관,제주 서귀포시 안덕면 중산간서로 1610,GOOGLE,20230101,20230630,88,"피아노,자동차,사슴,아이,박물관,전시,체험,먹이,당근,어른",10,,0,,0
공연전시,아리랑공연장,제주 서귀포시 표선면 번영로 2564-21,GOOGLE,20230101,20230630,85,"공연,태권도,최고,난타,제주도,시범,사진,우리나라,호응,여행",10,,0,,0
공연전시,건강과성박물관,제주 서귀포시 안덕면 일주서로 1611,GOOGLE,20230101,20230630,80,"박물관,시간,방문,부분,예술,이상,영어,정보,구경,추천",10,추천,1,,0
레저관광,윈드1947카트 테마파크,제주 서귀포시 토평공단로 78-27,GOOGLE,20230101,20230630,82,"카트,코스,아이,매연,시간,서바이벌,예약,위험,브레이크,바퀴",10,,0,위험,1
공연전시,테디베어박물관,제주 서귀포시 중문관광로110번길 31,GOOGLE,20230101,20230630,83,"테디베어,테디,방문,역사,인형,박물관,베어,입장료,아이,생각",10,,0,,0
공연전시,점보빌리지,제주 서귀포시 안덕면 평화로319번길 31-11,GOOGLE,20230101,20230630,79,"코끼리,아이,추천,공연,재미,태국,가족,바나나,소리,동남아",10,"추천,재미",2,,0
공연전시,헬로키티아일랜드,제주 서귀포시 안덕면 한창로 340,GOOGLE,20230101,20230630,83,"아이,키티,사진,헬로키티,카페,시간,어른,방문,장소,여자",10,,0,,0
공연전시,피규어뮤지엄제주,제주 서귀포시 안덕면 한창로 243,GOOGLE,20230101,20230630,90,"피규어,아이,생각,종류,전시,마블,디즈니,볼거리,영화,사진",10,,0,,0
공연전시,제주난타,제주 제주시 선돌목동길 56-26,GOOGLE,20230101,20230630,93,"공연,좌석,난타,관람,아이,추천,에너지,제주,방문,극장",10,"추천,에너지",2,,0
공연전시,스카이워터쇼,제주 제주시 구좌읍 번영로 2172-80,GOOGLE,20230101,20230630,87,"공연,시간,서커스,사진,다이빙,느낌,방문,박수,생각,퍼포먼스",10,느낌,1,,0
기타,제주산방산탄산온천,제주 서귀포시 안덕면 사계북로41번길 192,GOOGLE,20230101,20230630,84,"온천,탄산,야외,노천,실내,이용,피로,느낌,목욕탕,수영복",10,느낌,1,피로,1
기타,오설록 티 뮤지엄,제주 서귀포시 안덕면 신화역사로 15,GOOGLE,20230101,20230630,84,"녹차,카페,아이스크림,공사,사진,이니스프리,방문,박물관,제품,제주",10,,0,,0
기타,명월국민학교,제주 제주시 한림읍 명월로 48,GOOGLE,20230101,20230630,83,"카페,추억,분위기,커피,학교,국민학교,사진,운동장,아이,공간",10,추억,1,,0
레저관광,김녕요트투어,제주 제주시 구좌읍 구좌해안로 229-16,GOOGLE,20230101,20230630,88,"요트,맥주,낚시,친절,사진,날씨,돌고래,무지개,낭만,스텝",10,친절,1,,0
레저관광,서귀포잠수함,제주 서귀포시 남성중로 40,GOOGLE,20230101,20230630,89,"잠수함,경험,바다,아이,시간,가격,가족,산호,사진,추억",10,추억,1,,0
레저관광,제주 레일바이크,제주 제주시 구좌읍 용눈이오름로 641,GOOGLE,20230101,20230630,77,"동물,자동,레일바이크,레일,풍경,경험,경치,시간,페달,여행",10,,0,,0
레저관광,제주레포츠랜드,제주 제주시 조천읍 와흘상서2길 47,GOOGLE,20230101,20230630,94,"카트,서바이벌,친절,제주,제주도,친구,직원,레포츠,아이,다음",10,친절,1,,0
레저관광,제주제트,제주 서귀포시 대포로 172-5,GOOGLE,20230101,20230630,91,"스릴,주상절리,보트,경험,제트,추천,절경,사진,만족,풍경",10,"추천,만족",2,,0
키즈,뽀로로&타요테마파크 제주,제주 서귀포시 안덕면 병악로 269,GOOGLE,20230101,20230630,89,"아이,뽀로로,시간,놀이,기구,가격,실내,아기,하루,음식",10,,0,,0
키즈,아쿠아플라넷 제주,제주 서귀포시 성산읍 섭지코지로 95,GOOGLE,20230101,20230630,91,"공연,아이,수족관,시간,추천,아쿠아리움,제주,할인,물고기,방문",10,추천,1,,0
테마파크,라온 더마파크,제주 제주시 한림읍 월림7길 155,GOOGLE,20230101,20230630,91,"공연,기마,승마,최고,체험,카트,아이,제주도,고구려,사진",10,,0,,0
테마파크,메이즈랜드,제주 제주시 구좌읍 비자림로 2134-47,GOOGLE,20230101,20230630,86,"미로,생각,아이,시간,퍼즐,방문,박물관,재미,바람,실내",10,재미,1,,0
테마파크,여미지식물원,제주 서귀포시 중문관광로 93,GOOGLE,20230101,20230630,79,"식물원,정원,식물,온실,실내,관리,방문,다양,야외,전망대",10,,0,,0
테마파크,브릭캠퍼스,제주 제주시 1100로 3047,GOOGLE,20230101,20230630,90,"레고,작품,아이,시간,만족,생각,제주,브릭캠퍼스,사진,블럭",10,만족,1,,0
테마파크,일출랜드,제주 서귀포시 성산읍 중산간동로 4150-30,GOOGLE,20230101,20230630,86,"산책,미천,동굴,장소,식물,볼거리,정원,관리,다양,부모",10,,0,,0
테마파크,상효원,제주 서귀포시 산록남로 2847-37,GOOGLE,20230101,20230630,82,"기차,정원,산책,방문,나무,휠체어,가족,친절,시간,이용",10,친절,1,,0
테마파크,소인국테마파크,제주 서귀포시 안덕면 중산간서로 1878,GOOGLE,20230101,20230630,76,"아이,사진,세계,시간,제주,기대,방문,장소,산책,기념품",10,기대,1,,0
테마파크,스누피가든,제주 제주시 구좌읍 금백조로 930,GOOGLE,20230101,20230630,92,"스누피,사진,정원,아이,산책,시간,캐릭터,장소,만화,추천",10,추천,1,,0
테마파크,신화테마파크제주,제주 서귀포시 안덕면 신화역사로304번길 38,GOOGLE,20230101,20230630,82,"아이,놀이,기구,공원,테마파크,시설,시간,신화,자유,이용권",10,자유,1,,0
테마파크,제주돌문화공원,제주 제주시 조천읍 남조로 2023,GOOGLE,20230101,20230630,89,"제주,공원,방문,박물관,시간,문화,이해,자연,화산,산책",10,이해,1,,0
테마파크,제주민속촌,제주 서귀포시 표선면 민속해안로 631-34,GOOGLE,20230101,20230630,83,"제주,민속촌,마을,방문,입장료,관리,볼거리,시간,장소,전통",10,,0,,0
테마파크,카멜리아힐,제주 서귀포시 안덕면 병악로 166,GOOGLE,20230101,20230630,85,"동백,동백꽃,수국,사진,정원,산책,겨울,방문,추천,입장료",10,추천,1,,0
테마파크,한림공원,제주 제주시 한림읍 한림로 300,GOOGLE,20230101,20230630,91,"공원,식물,동굴,정원,다양,장소,입장료,방문,동물,볼거리",10,,0,,0
테마파크,제주허브동산,제주 서귀포시 표선면 돈오름로 170,GOOGLE,20230101,20230630,88,"족욕,추천,저녁,방문,시간,허브,입장,야간,가능,정원",10,추천,1,,0
테마파크,화조원,제주 제주시 애월읍 애원로 804,GOOGLE,20230101,20230630,91,"아이,먹이,알파카,체험,공연,추천,방문,앵무새,아기,장소",10,추천,1,,0
공연전시,이중섭미술관,제주 서귀포시 이중섭로 27-3,GOOGLE,20230101,20230630,85,"이중섭,작품,화가,미술관,그림,작가,전시,제주,시간,편지",10,,0,,0
자연,비자림,제주 제주시 구좌읍 비자숲길 55,GOOGLE,20230101,20230630,93,"산책,비자나무,비자,나무,공기,자연,시간,신비,장소,마음",10,신비,1,,0
자연,만장굴,제주 제주시 구좌읍 만장굴길 182,GOOGLE,20230101,20230630,87,"동굴,용암,방문,자연,바닥,경험,흥미,내부,조심,조명",10,흥미,1,,0
자연,성산일출봉,제주 서귀포시 성산읍 성산리 1,GOOGLE,20230101,20230630,92,"정상,일출봉,무료,성산,방문,전망,제주,계단,제주도,풍경",10,,0,,0
자연,서귀포치유의숲,제주 서귀포시 산록남로 2271,GOOGLE,20230101,20230630,94,"치유,예약,힐링,산책,시간,방문,추천,숲길,나무,입장",10,"치유,힐링,추천",3,,0
공연전시,아프리카박물관,제주 서귀포시 이어도로 49,GOOGLE,20230101,20230630,72,"아프리카,문화,느낌,사진,동물,아이,경험,전시,박물관,입장료",10,느낌,1,,0
공연전시,초콜릿랜드,제주 서귀포시 중문관광로110번길 15,GOOGLE,20230101,20230630,57,"체험,초콜릿,아이,마카롱,친절,제품,최악,수업,시간,장소",10,친절,1,최악,1
기타,삼성혈,제주 제주시 삼성로 22,GOOGLE,20230101,20230630,88,"벚꽃,제주,나무,삼성혈,장소,역사,입장료,제주도,방문,여행",10,,0,,0
레저관광,마라도가는여객선,제주 서귀포시 대정읍 송악관광로 424,GOOGLE,20230101,20230630,85,"마라도,예약,남단,선착장,송악산,주차,구입,주차장,마라,여객선",10,,0,,0
자연,산양큰엉곶,제주 제주시 한경면 청수리 956-6,GOOGLE,20230101,20230630,90,"산책,사진,반딧불이,반딧불,곶자왈,아이,시간,축제,정비,코스",10,,0,,0
테마파크,방림원,제주 제주시 한경면 용금로 864,GOOGLE,20230101,20230630,87,"정원,개인,생각,야생화,구경,중국,식물,제주,부부,나무",10,,0,,0
테마파크,제주무민랜드,제주 서귀포시 안덕면 병악로 420,GOOGLE,20230101,20230630,92,"무민,아이,카페,사진,캐릭터,생각,제주,방문,관람,전시",10,,0,,0
테마파크,다이나믹메이즈제주,제주 서귀포시 표선면 번영로 2644,GOOGLE,20230101,20230630,82,"아이,탈출,체험,도민,확인,생각,결재,시간,가족,직원",10,,0,,0
공연전시,감귤박물관,제주 서귀포시 효돈순환로 441,GOOGLE,20230101,20230630,78,"공사,체험,리모델링,무료,박물관,감귤,일부,사진,구경,방문",10,,0,,0
테마파크,에코랜드,제주 제주시 조천읍 번영로 1278-169,GOOGLE,20230101,20230630,89,"기차,에코랜드,방문,공원,아이,여유,제주,날씨,산책,다음",10,여유,1,,0
공연전시,숨도,제주 서귀포시 일주동로 8941,GOOGLE,20230101,20230630,86,"카페,수국,정원,입장료,마지막,추천,식물,사진,생각,나무",10,추천,1,,0
공연전시,제주유리박물관,제주 서귀포시 중산간서로 1403,GOOGLE,20230101,20230630,82,"체험,유리,어린이,청소년,작가,뒤편,부지,정원,설치,작품",10,,0,,0
공연전시,제주해양동물박물관,제주 서귀포시 성산읍 서성일로 689-21,GOOGLE,20230101,20230630,94,"아이,친절,해양,설명,내부,전시물,박제,체험,동물,실제",10,친절,1,,0
공연전시,그리스신화박물관,제주 제주시 한림읍 광산로 942,GOOGLE,20230101,20230630,78,"아이,그리스,신화,트릭아트,박물관,사진,재미,생각,트릭,패스",10,재미,1,,0
기타,섬타르,제주 제주시 다랑곶1길 9,GOOGLE,20230101,20230630,88,"타르트,감동,제주도,방문,과일,크림,지갑,다이어트,망고,단호박",10,감동,1,,0
기타,망고레이섭지코지점,제주 서귀포시 성산읍 신양로 102,GOOGLE,20230101,20230630,85,"망고,아이스크림,제주도,방문,가격,최고,생각,친절,외국인,직원",10,친절,1,,0
레저관광,걸리버여행기,제주 제주시 우도면 우도로 1,GOOGLE,20230101,20230630,80,,1,,0,,0
레저관광,산방산유람선,제주 서귀포시 안덕면 화순해안로106번길 16,GOOGLE,20230101,20230630,90,"풍경,산방산,용머리,해안,주상절리,해안가,포인트,마이크,해설,가이드",10,,0,,0
레저관광,제주바다체험장,제주 제주시 구좌읍 동복리 608-3,GOOGLE,20230101,20230630,60,"낚시,손맛,최고",3,,0,,0
레저관광,제주실탄사격장,제주 서귀포시 소보리당로164번길 62,GOOGLE,20230101,20230630,80,"사격,모습,경험,의의,총기,권총,파지,옛날,방식,강요",10,,0,,0
레저관광,중문오프로드체험장,제주 서귀포시 상예로 349,GOOGLE,20230101,20230630,90,"친절,직원,경험,당근,재미,서비스,중국어,의사소통,가능,백록담",10,"친절,재미",2,,0
레저관광,중문카트,제주 서귀포시 일주서로 1114,GOOGLE,20230101,20230630,90,"직원,친절,네이버,할인,부담,카트",6,친절,1,부담,1
체험,세별헤이요목장,제주특별자치도 제주시 애월읍 평화로 1529,GOOGLE,20230101,20230630,60,"동물,일부,무료,로밍,애호가,자신,안정,목줄,마찬가지,대부분",10,안정,1,,0
키즈,서프라이즈테마파크,제주 제주시 조천읍 남조로 2243,GOOGLE,20230101,20230630,82,"아이,생각,작품,장소,사진,케릭,트랜스포머,야간,기대,영화",10,기대,1,,0
키즈,액트몬,제주 서귀포시 중문관광로 205,GOOGLE,20230101,20230630,81,"게임,시간,아이,오락실,오락,코인,생각,느낌,노래방,고장",10,느낌,1,,0
키즈,제주코코몽에코파크,제주 서귀포시 남원읍 태위로 536 제주코코몽에코파크,GOOGLE,20230101,20230630,87,"아이,가격,놀이,레스토랑,장소,다양,가성비,기구,문제,친절",10,친절,1,문제,1
테마파크,블루마운틴4255,제주 서귀포시 성산읍 중산간동로 4255,GOOGLE,20230101,20230630,87,"족욕,커피,여행,제주,피곤,체험,경험,프로그램,참여,이때",10,,0,피곤,1
테마파크,생각하는정원,제주 제주시 한경면 녹차분재로 675,GOOGLE,20230101,20230630,87,"분재,방문,공원,나무,추천,철학,식물,관심,정신,가치",10,"추천,가치",2,,0
테마파크,쇠소깍산물관광농원,제주 서귀포시 남원읍 하례로 90,GOOGLE,20230101,20230630,83,"사진,물건,나무,아이,제주,구경,제주패스,교환,천혜,장소",10,,0,,0
테마파크,훈데르트바서파크,제주 제주시 우도면 우도해안길 32-12,GOOGLE,20230101,20230630,86,"예술,우도,카페,건축,환경,운동가,이해,풍경,매료,나라",10,이해,1,,0
테마파크,액티브파크,제주 제주시 한림읍 금능남로 76 ,GOOGLE,20230101,20230630,90,"아이,카트,시간,클라이밍,체험,예약,네이버,방문,필수,사전",10,,0,,0
